micro_name,micro_tid,drug_name,pubchem_id,smile,Pubmed
Human immunodeficiency virus 1,11676,Amprenavir,65016,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,10390223
Aspergillus niger,5061,Anidulafungin,166548,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,16960253
Pseudomonas aeruginosa,287,Aniline,6115,C1=CC=C(C=C1)N,25537269
Streptococcus mutans,1309,Anthraflavic acid,6776,C1=CC2=C(C=C1O)C(=O)C3=C(C2=O)C=C(C=C3)O,17220400
Bacillus subtilis,1423,Anthranilate,227,C1=CC=C(C(=C1)C(=O)O)N,28819217
Pseudomonas aeruginosa,287,Anthranilate,227,C1=CC=C(C(=C1)C(=O)O)N,28819217
Salmonella enterica,28901,Anthranilate,227,C1=CC=C(C(=C1)C(=O)O)N,28819217
Vibrio vulnificus,672,Anthranilate,227,C1=CC=C(C(=C1)C(=O)O)N,28819217
Escherichia coli,562,Apigenin,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,20163489
Vibrio harveyi,669,Apigenin,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,20163489
Escherichia coli,562,Arbekacin,68682,C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)NC(=O)C(CCN)O)N)N,320034
Pseudomonas aeruginosa,287,Asperdiol,5358793,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)CO)C,22905751
Staphylococcus aureus,1280,Asperdiol,5358793,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)CO)C,22905751
Vibrio harveyi,669,Asperdiol,5358793,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)CO)C,22905751
Pseudomonas aeruginosa,287,Asperdiol acetate,6442232,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)COC(=O)C)C,22905751
Staphylococcus aureus,1280,Asperdiol acetate,6442232,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)COC(=O)C)C,22905751
Vibrio harveyi,669,Asperdiol acetate,6442232,CC1=CCCC2(C(O2)CCC(=CC(C(CC1)C(=C)C)O)COC(=O)C)C,22905751
Candida albicans,5476,Aspirin,2244,CC(=O)OC1=CC=CC=C1C(=O)O,14693516
Human immunodeficiency virus 1,11676,Atazanavir,148192,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,11752352
Human immunodeficiency virus,12721,Atazanavir,148192,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,15585441
Plasmodium falciparum,5833,Atovaquone,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,7726490
Candida albicans,5476,Auranofin,16667669,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],23689719
Staphylococcus epidermidis,1282,Autoinducer-2,446576,[B-]1(OC2(C(O1)(C(CO2)O)O)C)(O)O,16369005
Candida albicans,5476,Avermectin B1a,6434889,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,23689719
Enterobacter cloacae,550,Avibactam,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,22041508
Escherichia coli,562,Avibactam,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,22041508
Klebsiella pneumoniae,573,Avibactam,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,22041508
Pseudomonas aeruginosa,287,Avibactam,9835049,C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)N,22041508
Streptococcus pneumoniae,1313,Azidocillin,15574941,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C,7447421
Pseudomonas aeruginosa,287,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,8983885
Mycobacterium avium,1764,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,15561879
Burkholderia cenocepacia,95486,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,19146953
Burkholderia multivorans,87883,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,19146953
Staphylococcus aureus,1280,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,23070152
Listeria monocytogenes,1639,Azlocillin,6479523,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,25136010
Bacillus subtilis,1423,Aztreonam,5742832,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,2244291
Citrobacter freundii,546,Aztreonam,5742832,CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N,16048994
Streptococcus mutans,1309,Bac8C,101744013,CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C(C)C)C(=O)NC(C(C)CC)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)N,24309076
Burkholderia pseudomallei,28450,Bactenecin,163998,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)N)C(=O)NC(CCCN=C(N)N)C(=O)O)C(C)C)CCCN=C(N)N)C(C)CC)C(C)C)C(C)C,23785532
Pseudomonas aeruginosa,287,Baicalein,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,18330563
Burkholderia cenocepacia,95486,Baicalein,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,19146953
Burkholderia multivorans,87883,Baicalein,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,19146953
Staphylococcus aureus,1280,Baicalein,5281605,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,27128436
Pseudomonas aeruginosa,287,Baicalin,64982,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,18330563
Mycobacterium tuberculosis,1773,Bedaquiline,5388906,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,17496888
Vibrio cholerae,666,Benzalacetone,637759,CC(=O)C=CC1=CC=CC=C1,21249192
Vibrio harveyi,669,Benzalacetone,637759,CC(=O)C=CC1=CC=CC=C1,21249192
Neisseria gonorrhoeae,485,Benzathine benzylpenicillin,25137901,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.C1=CC=C(C=C1)C[NH2+]CC[NH2+]CC2=CC=CC=C2,3245263
Candida albicans,5476,Benzbromarone,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,23689719
Candida albicans,5476,Benzethonium chloride,8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],23689719
Pseudomonas aeruginosa,287,Benzocaine,2337,CCOC(=O)C1=CC=C(C=C1)N,25537269
Propionibacterium acnes,1747,Benzoylperoxide,7187,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,24251377
Staphylococcus aureus,1280,Benzylpenicillin,5904,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,3245263
Escherichia coli,562,Benzylpenicillin,5904,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,3257523
Escherichia coli,562,Bergamottin,5471349,CC(=CCCC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C)C,23891936
Haemophilus influenzae,727,Besifloxacin,10178705,C1CCN(CC(C1)N)C2=C(C=C3C(=C2Cl)N(C=C(C3=O)C(=O)O)C4CC4)F,20030427
Candida albicans,5476,beta-Caryophyllene,5281515,CC1=CCCC(=C)C2CC(C2CC1)(C)C,28155334
Candida albicans,5476,beta-Pinene,14896,CC1(C2CCC(=C)C1C2)C,28155334
Escherichia coli,562,beta-sitosterol glucoside,5742590,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,23891936
Acinetobacter sp.,472,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Bacillus amyloliquefaciens,1390,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Hafnia paralvei,546367,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Obesumbacterium proteus,82983,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Pseudomonas aeruginosa,287,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Serratia marcescens,615,Betulin,72326,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,24944110
Escherichia coli,562,Betulinic acid,64971,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,24067082
Human immunodeficiency virus 1,11676,Bevirimat,457928,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)OC(=O)CC(C)(C)C(=O)O)C)C(=O)O,18043758
Candida albicans,5476,Bifonazole,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4,25302529
Staphylococcus aureus,1280,Biphenyl,7095,C1=CC=C(C=C1)C2=CC=CC=C2,25007234
Burkholderia pseudomallei,28450,BMAP-18,168510728,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CCCNC(=N)N)NC(=O)CN,23785532
Pseudomonas aeruginosa,287,BMAP-27,16130511,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC(C)C)C(=O)N)NC(=O)C(C(C)C)NC(=O)C3CCCN3C(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCCNC(=N)N)NC(=O)CN,21849157
Staphylococcus aureus,1280,BMAP-27,16130511,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC(C)C)C(=O)N)NC(=O)C(C(C)C)NC(=O)C3CCCN3C(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCCNC(=N)N)NC(=O)CN,21849157
Stenotrophomonas maltophilia,40324,BMAP-27,16130511,CCC(C)C(C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC(C)C)C(=O)N)NC(=O)C(C(C)C)NC(=O)C3CCCN3C(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CCCNC(=N)N)NC(=O)CN,21849157
Staphylococcus aureus,1280,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,16621147
Enterococcus faecalis,1351,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,18430491
Pseudomonas aeruginosa,287,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,21849157
Stenotrophomonas maltophilia,40324,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,21849157
Candida albicans,5476,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,26238597
Candida glabrata,5478,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,26238597
Candida krusei,4909,BMAP-28,16131512,CCC(C)C(C(=O)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)CNC(=O)CN,26238597
Human immunodeficiency virus 1,11676,Brecanavir,5743186,CC1=NC(=CS1)COC2=CC=C(C=C2)CC(C(CN(CC(C)C)S(=O)(=O)C3=CC4=C(C=C3)OCO4)O)NC(=O)OC5COC6C5CCO6,16723584
Salmonella enterica,28901,Bromohexylmaleic anhydride,52942342,CCCCCCC1=C(C(=O)OC1=O)Br,20580562
Candida albicans,5476,BS-34,29314,CC(C(C1=CC=CC=C1)O)[NH2+]CC2=CC(=C(C=C2)OC)OC.[Cl-],22174935
Serratia marcescens,615,"Butane-1,4-diamine",1045,C(CCN)CN,28350449
Candida albicans,5476,Butanol,263,CCCCO,24688528
Haemophilus influenzae,727,Butein,5281222,C1=CC(=C(C=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O)O,25154700
Candida albicans,5476,Butenafine hydrochloride,443867,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl,23689719
Candida albicans,5476,Butoconazole,47472,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,2184984
Candida albicans,5476,Butoconazole nitrate,47471,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],23689719
Pseudomonas aeruginosa,287,Butyl gallate,14128,CCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,2401679
Enterococcus faecalis,1351,Butyl gallate,14128,CCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,24016798
Staphylococcus aureus,1280,Butyl gallate,14128,CCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,24016798
Staphylococcus epidermidis,1282,Butyl gallate,14128,CCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,24016798
Streptococcus mutans,1309,Butyl gallate,14128,CCCCOC(=O)C1=CC(=C(C(=C1)O)O)O,24016798
Aeromonas sobria,646,C4-HSL,10130163,CCCC(=O)NC1CCOC1=O,27118073
Serratia liquefaciens,614,C4-HSL,10130163,CCCC(=O)NC1CCOC1=O,27118073
Hafnia alvei,569,C4-HSL,10130163,CCCC(=O)NC1CCOC1=O,28379194
Pseudomonas chlororaphis,587753,C6-HSL,10058590,CCCCCC(=O)NC1CCOC1=O,16897305
Aeromonas sobria,646,C6-HSL,10058590,CCCCCC(=O)NC1CCOC1=O,27118073
Serratia liquefaciens,614,C6-HSL,10058590,CCCCCC(=O)NC1CCOC1=O,27118073
Hafnia alvei,569,C6-HSL,10058590,CCCCCC(=O)NC1CCOC1=O,28379194
Trueperella pyogenes,1661,C8-HSL,6914579,CCCCCCCC(=O)NC1CCOC1=O,28144921
Pseudomonas aeruginosa,287,Cadmium Ion,31193,[Cd+2],24958247
Staphylococcus aureus,1280,Caffeic Acid,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,22242149
Escherichia coli,562,Caffeic Acid,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,24067082
Pseudomonas aeruginosa,287,Caffeic Acid,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,26370951
Pseudomonas aeruginosa,287,Caffeine,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,26000026
Human immunodeficiency virus 1,11676,Calanolide A,64972,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)O,11366704
Pseudomonas fluorescens,294,Calcium chloride,5284359,[Cl-].[Cl-].[Ca+2],2624463
Staphylococcus aureus,1280,CAMA,73555192,C[As](=O)(O)[O-].C[As](=O)(O)[O-].[Ca+2],23070152
Candida albicans,5476,Camphene,6616,CC1(C2CCC(C2)C1=C)C,28155334
Mycobacterium tuberculosis,1773,Capreomycin,3000502,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,16857584
Candida albicans,5476,Carabrol,15690483,CC(CCC1C2C1(CC3C(C2)C(=C)C(=O)O3)C)O,26394911
Candida albicans,5476,Carabrone,164879,CC(=O)CCC1C2C1(CC3C(C2)C(=C)C(=O)O3)C,26394911
Escherichia coli,562,Carbonyl cyanide m-chlorophenylhydrazone,2603,C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N,24176982
Pseudomonas aeruginosa,287,Carbonyl cyanide m-chlorophenylhydrazone,2603,C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N,24176982
Staphylococcus aureus,1280,Carbonyl cyanide m-chlorophenylhydrazone,2603,C1=CC(=CC(=C1)Cl)NN=C(C#N)C#N,24176982
Burkholderia cepacia,292,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Escherichia coli,562,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Kocuria rhizophila,72000,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Pseudomonas aeruginosa,287,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Staphylococcus aureus,1280,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Staphylococcus epidermidis,1282,Carboxymethyl chitosan,118797615,CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)O)CO)CO)OC3C(C(C(C(O3)CO)O)O)N)O,28756196
Streptococcus mutans,1309,Carminic acid,10255083,CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,17220400
Actinomyces oris,544580,Carnitine hydrochloride,5970,C[N+](C)(C)CC(CC(=O)O)O.[Cl-],25081571
Streptococcus mutans,1309,Carnitine hydrochloride,5970,C[N+](C)(C)CC(CC(=O)O)O.[Cl-],25081571
Streptococcus mutans,1309,Carolacton,56935649,CC1CCCC(C(OC(=O)C(C(C=C1)O)O)C(=CC(C)C(=O)C(C)C(CC(=O)O)OC)C)C,24094824
