micro_name,micro_tid,drug_name,pubchem_id,smile,Pubmed
Bacteroides vulgatus ATCC8482,435590,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides pectinophilus ATCC43243,483218,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Pretovella copri DSM18205,537011,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides fragilis NCTC 9343,272559,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides stercoris ATCC43183,449673,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Providencia rettgeri DSM1131,521000,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Roseburia intestinalis L1-82,536231,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Eubacterium biforme DSM3989,518637,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides fragilis 3397 T10,1339284,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides fragilis DS-208,1339276,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides fragilis HMW610,1073386,Clemastine fumarate,5281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Blautia hansenii DSM20583,537007,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Clostridium sp.,1506,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides cellulosilyticus DSM14838,537012,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides vulgatus ATCC8482,435590,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Parabacteroides johnsonii DSM18315,537006,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Pretovella copri DSM18205,537011,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides ovatus ATCC8483,411476,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Parabacteroides merdae ATCC43184,411477,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides thetaiotaomicron VPI-5482,226186,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides fragilis 3397 T10,1339284,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Victivallis vadensis ATCC BAA-548,340101,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides fragilis T(B)9,1339287,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides fragilis HMW610,1073386,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides fragilis HMW615,1073387,Diflorasone diacetate,71414,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,PMID: 31158845
Bacteroides eggerthii DSM20697,483216,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Blautia hansenii DSM20583,537007,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Clostridium sp.,1506,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides vulgatus ATCC8482,435590,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Parabacteroides johnsonii DSM18315,537006,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides stercoris ATCC43183,449673,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides ovatus ATCC8483,411476,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Parabacteroides merdae ATCC43184,411477,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Clostridium sporogenes ATCC15579,471871,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides thetaiotaomicron VPI-5482,226186,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides fragilis 3397 T10,1339284,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides fragilis T(B)9,1339287,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides fragilis DS-208,1339276,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides fragilis HMW610,1073386,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Bacteroides fragilis HMW615,1073387,Digitoxin,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,PMID: 31158845
Blautia hansenii DSM20583,537007,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Clostridium sp.,1506,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Clostridium hathewayi DSM13479,566550,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Anaerococcus hydrogenalis DSM7454,561177,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Ruminococcus lactaris ATCC29176,471875,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Enterobacter cancerogenus ATCC35316,500639,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Clostridium spiroforme DSM1552,428126,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Bacteroides pectinophilus ATCC43243,483218,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Clostridium asparagiforme DSM15981,518636,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Eubacterium hallii DSM3353,411469,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Ruminococcus torques ATCC27756,411460,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Lactobacillus reuteri CF48-3A BEI HM-102,525341,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Akkermansia muciniphila ATCC BAA-835,349741,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Eubacterium biforme DSM3989,518637,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Salmonella typhimurium LT2,99287,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Victivallis vadensis ATCC BAA-548,340101,Trimebutine maleate,5388977,CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C.C(=CC(=O)O)C(=O)O,PMID: 31158845
Escherichia coli BW25113,679895,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Clostridium ramosum DSM1402,445974,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Bacteroides eggerthii DSM20697,483216,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Blautia hansenii DSM20583,537007,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Clostridium sp.,1506,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Ruminococcus gnavus ATCC29149,411470,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Bacteroides fragilis NCTC 9343,272559,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Akkermansia muciniphila ATCC BAA-835,349741,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Providencia alcalifaciens DSM30120,520999,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Blautia luti DSM14534,649762,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Roseburia intestinalis L1-82,536231,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Parabacteroides merdae ATCC43184,411477,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Clostridium sporogenes ATCC15579,471871,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Eubacterium biforme DSM3989,518637,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Clostridium difficile 120,699035,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Victivallis vadensis ATCC BAA-548,340101,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Bacteroides fragilis T(B)9,1339287,Tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,PMID: 31158845
Bifidobacterium adolescentis ATCC 15703,367928,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Clostridium sp.,1506,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides cellulosilyticus DSM14838,537012,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides vulgatus ATCC8482,435590,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Parabacteroides johnsonii DSM18315,537006,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides intestinalis DSM17393,471870,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Pretovella copri DSM18205,537011,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Clostridium asparagiforme DSM15981,518636,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bifidobacterium breve DSM20213,518634,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides fragilis NCTC 9343,272559,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Parabacteroides merdae ATCC43184,411477,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides WH2 WH2,311784,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Eubacterium biforme DSM3989,518637,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides fragilis 3397 T10,1339284,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Victivallis vadensis ATCC BAA-548,340101,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides fragilis T(B)9,1339287,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides fragilis HMW610,1073386,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides fragilis HMW615,1073387,Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,PMID: 31158845
Bacteroides eggerthii DSM20697,483216,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Blautia hansenii DSM20583,537007,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Clostridium sp.,1506,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides vulgatus ATCC8482,435590,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Parabacteroides distasonis ATCC8503,435591,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides pectinophilus ATCC43243,483218,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Pretovella copri DSM18205,537011,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis NCTC 9343,272559,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides uniformis ATCC8492,411479,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides stercoris ATCC43183,449673,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides ovatus ATCC8483,411476,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides WH2 WH2,311784,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Eubacterium biforme DSM3989,518637,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides thetaiotaomicron VPI-5482,226186,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis 3397 T10,1339284,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis T(B)9,1339287,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis DS-208,1339276,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis HMW610,1073386,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides fragilis HMW615,1073387,Pranoprofen,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,PMID: 31158845
Bacteroides eggerthii DSM20697,483216,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
Blautia hansenii DSM20583,537007,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
Clostridium sp.,1506,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
Bacteroides cellulosilyticus DSM14838,537012,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
Bacteroides vulgatus ATCC8482,435590,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
Parabacteroides johnsonii DSM18315,537006,Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,PMID: 31158845
